contract_size,ua_tse_code,ua_ticker,ua_close_price,ua_yesterday_price,begin_date,end_date,strike_price,days_to_maturity,tse_code,last_price,open_positions,close_price,yesterday_price,notional_value,trades_value,trades_volume,trades_num,name,ticker,bid_price,bid_volume,ask_price,ask_volume,yesterday_open_positions,option_type
1000,17914401175772326,اهرم,21900,21300,20231204,20240515,12000,58,53322056189771026,10950,2370,10282,10282,0.0,0.0,0,0,اختيارخ اهرم-12000-1403/02/26,ضهرم2000,10461,1,10938,3,2370,call
1000,17914401175772326,اهرم,21900,21300,20231204,20240515,18000,58,11988830886290687,6300,2192,4896,4780,6300200000.0,1414995000.0,289,4,اختيارخ اهرم-18000-1403/02/26,ضهرم2005,4850,8,5290,1,2191,call
1000,42799209630949274,بهين رو,11130,11080,20231115,20240619,14000,93,51136445245187209,180,12817,180,180,0.0,0.0,0,0,اختيارخ بهين رو-14000-03/03/30,ضهين0308,220,45,410,100,12817,call
1000,28320293733348826,وبصادر,2028,2028,20240203,20240612,1300,86,43970128911972164,863,1,863,863,0.0,0.0,0,0,اختيارخ وبصادر-1300-1403/03/23,ضصاد3036,1,1500,0,0,1,call
1000,28320293733348826,وبصادر,2028,2028,20240203,20240612,1500,86,68631574106248046,1,0,1,1,0.0,0.0,0,0,اختيارخ وبصادر-1500-1403/03/23,ضصاد3038,1,1000,0,0,0,call
1000,28320293733348826,وبصادر,2028,2028,20240203,20240612,2000,86,41118073198261946,1,0,1,1,0.0,0.0,0,0,اختيارخ وبصادر-2000-1403/03/23,ضصاد3043,210,1000,0,0,0,call
1000,63917421733088077,وتجارت,1519,1492,20240310,20240703,1100,107,21909731152521440,1,0,1,1,0.0,0.0,0,0,اختيارخ وتجارت-1100-1403/04/13,ضجار4001,0,0,0,0,0,call
1000,28864540805361867,فخوز,3876,3848,20240108,20240428,3500,41,11618660535689250,1,0,1,1,0.0,0.0,0,0,اختيارخ فخوز-3500-1403/02/09,ضخوز2046,0,0,0,0,0,call
1000,28864540805361867,فخوز,3876,3848,20240227,20240626,6000,100,56952019175524238,1,0,1,1,0.0,0.0,0,0,اختيارخ فخوز-6000-1403/04/06,ضخوز4010,0,0,0,0,0,call
1000,48990026850202503,خگستر,5130,5040,20240224,20240717,3000,121,29371051802347315,2050,1,2050,2050,0.0,0.0,0,0,اختيارخ خگستر-3000-1403/04/27,ضستر4000,1,1000,0,0,1,call
2000,43362635835198978,هاي وب,968,968,20240205,20240619,750,93,14062790767080701,1,0,1,1,0.0,0.0,0,0,اختيارخ هاي وب-750-1403/03/30,ضهاي3013,1,1000,0,0,0,call
1000,69143674941561637,پترول,1945,1916,20240110,20240515,1600,58,50660165701676927,1,0,1,1,0.0,0.0,0,0,اختيارخ پترول-1600-1403/02/26,ضرول2002,0,0,0,0,0,call
1500,63917421733088077,وتجارت,1519,1492,20240106,20240508,1067,51,29977895540362647,799,20,799,799,0.0,0.0,0,0,اختيارخ وتجارت-1067-1403/02/19,ضجار2032,1,500,0,0,20,call
1500,63917421733088077,وتجارت,1519,1492,20240106,20240508,1733,51,5866255150316752,41,15871,41,34,8188929000.0,220254000.0,3594,17,اختيارخ وتجارت-1733-1403/02/19,ضجار2039,35,51,42,530,12277,call
1000,11285885633824855,دريا,16480,16300,20231122,20240602,20000,76,2796144748801279,1,0,1,1,0.0,0.0,0,0,اختيارخ دريا-20000-1403/03/13,ضدرا3008,0,0,0,0,0,call
1000,46348559193224090,فولاد,4976,4826,20240305,20240619,5000,93,5810676757769067,1,0,1,1,0.0,0.0,0,0,اختيارخ فولاد-5000-1403/03/30,ضفلا3035,100,4,0,0,0,call
1000,48990026850202503,خگستر,5130,5040,20231225,20240421,3750,34,45272095795272563,1510,3,1510,1510,0.0,0.0,0,0,اختيارخ خگستر-3750-1403/02/02,ضستر2018,0,0,1752,3,3,call
1000,65883838195688438,خودرو,3229,3179,20240107,20240424,4000,37,8815058100341224,43,204519,50,42,2799049000.0,43799000.0,872,17,اختيارخ خودرو-4000-1403/02/05,ضخود2049,29,10,29,311,204001,call
1000,65883838195688438,خودرو,3229,3179,20240224,20240626,2600,100,21857652672935314,1,0,1,1,0.0,0.0,0,0,اختيارخ خودرو-2600-1403/04/06,ضخود4040,0,0,0,0,0,call
1000,69143674941561637,پترول,1945,1916,20240110,20240515,2200,58,12782976561333652,1,0,1,1,0.0,0.0,0,0,اختيارخ پترول-2200-1403/02/26,ضرول2007,0,0,0,0,0,call
1300,35425587644337450,فملي,6840,6560,20240123,20240602,6154,76,18710570472538052,1,0,1,1,0.0,0.0,0,0,اختيارخ فملي-6154-1403/03/13,ضملي3037,150,5,0,0,0,call
1000,35366681030756042,شبندر,11120,10710,20240101,20240508,14000,51,2540669559814266,1,0,1,1,0.0,0.0,0,0,اختيارخ شبندر-14000-1403/02/19,ضبدر2056,0,0,0,0,0,call
10,64942549055019553,سرو,140630,137350,20231106,20240529,180000,72,53217296570860893,1300,999,481,481,0.0,0.0,0,0,اختيارخ سرو-180000-1403/03/09,ضسرو0310,0,0,1500,200,999,call
1000,64216772923447100,شتاب,10770,10410,20231030,20240424,6500,37,24604603057946441,4548,3643,4485,3951,581580000.0,242172000.0,54,4,اختيارخ شتاب-6500-1403/02/05,ضتاب0201,4051,3,4699,1,3677,call
1000,34557241988629814,بركت,5670,5580,20240108,20240421,9000,34,43079975780165718,20,41,20,20,0.0,0.0,0,0,اختيارخ بركت-9000-1403/02/02,ضبرك2008,0,0,50,200,41,call
1500,63917421733088077,وتجارت,1519,1492,20240106,20240508,1600,51,63207908931493142,90,74299,85,76,77211529500.0,4312687500.0,33887,114,اختيارخ وتجارت-1600-1403/02/19,ضجار2038,88,752,90,2400,51695,call
10,62235397452612911,دارا يكم,175670,172760,20240311,20240501,240000,44,40794833143006793,1,0,1,1,0.0,0.0,0,0,اختيارخ ص.دارا-240000-03/02/12,ضدار2009,0,0,0,0,0,call
1000,28864540805361867,فخوز,3876,3848,20240227,20240626,3500,100,61027164349015060,1,0,1,1,0.0,0.0,0,0,اختيارخ فخوز-3500-1403/04/06,ضخوز4004,0,0,0,0,0,call
1000,28864540805361867,فخوز,3876,3848,20240227,20240626,4000,100,26844304517218073,1,0,1,1,0.0,0.0,0,0,اختيارخ فخوز-4000-1403/04/06,ضخوز4006,1,10,1300,1000,0,call
1350,46348559193224090,فولاد,4976,4826,20231223,20240414,5556,27,35680621372571853,99,5309,70,25,6726977100.0,95627250.0,1005,9,اختيارخ فولاد-5556-1403/01/26,ضفلا0107,0,0,120,1000,4306,call
1000,48990026850202503,خگستر,5130,5040,20240224,20240717,3750,121,37742184433199261,1,0,1,1,0.0,0.0,0,0,اختيارخ خگستر-3750-1403/04/27,ضستر4003,1,2000,0,0,0,call
2000,43362635835198978,هاي وب,968,968,20240205,20240619,1000,93,42875550856615170,1,0,1,1,0.0,0.0,0,0,اختيارخ هاي وب-1000-1403/03/30,ضهاي3018,1,1000,0,0,0,call
1000,65883838195688438,خودرو,3229,3179,20240224,20240626,3750,100,28529089333367089,290,525,290,290,0.0,0.0,0,0,اختيارخ خودرو-3750-1403/04/06,ضخود4045,0,0,0,0,525,call
1000,7681671915916933,جهش,12350,12060,20231115,20240501,6500,44,22247110474957440,6590,8052,6604,7900,395200000.0,211340000.0,32,3,اختيارخ جهش-6500-1403/02/12,ضجهش0200,5500,1,6590,11,8032,call
1000,7681671915916933,جهش,12350,12060,20231115,20240501,11000,44,32253584450994190,1001,502,1001,1001,0.0,0.0,0,0,اختيارخ جهش-11000-1403/02/12,ضجهش0206,901,10,0,0,502,call
1000,35366681030756042,شبندر,11120,10710,20240302,20240626,11000,100,4943481838810252,1,0,1,1,0.0,0.0,0,0,اختيارخ شبندر-11000-1403/04/06,ضبدر4007,1,1000,0,0,0,call
1418,51617145873056483,شتران,3228,3183,20231216,20240417,3878,30,63072177265633256,19,2060,19,14,3961282260.0,23042500.0,870,3,اختيارخ شتران-3878-1403/01/29,ضترا0107,2,5,20,1000,2060,call
1000,17914401175772326,اهرم,21900,21300,20231204,20240410,26000,23,25632762719593484,51,28499,54,83,227962460000.0,562711000.0,10414,146,اختيارخ اهرم-26000-1403/01/22,ضهرم0109,51,500,58,6,21426,call
2011,778253364357513,وبملت,2386,2289,20231223,20240417,1616,30,30398000060649745,801,4,801,1,19184940.0,6443244.0,4,1,اختيارخ وبملت-1616-1403/01/29,ضملت0101,555,8,0,0,0,call
1000,778253364357513,وبملت,2386,2289,20240217,20240612,2600,86,65472420177512256,144,9660,107,66,28632000.0,1288000.0,12,2,اختيارخ وبملت-2600-1403/03/23,ضملت3039,104,200,0,0,9660,call
1000,34557241988629814,بركت,5670,5580,20240227,20240710,7500,114,11030513101851942,1,0,1,1,0.0,0.0,0,0,اختيارخ بركت-7500-1403/04/20,ضبرك4009,1,1000,735,200,0,call
1000,11285885633824855,دريا,16480,16300,20231122,20240602,13000,76,53065371003591521,4100,800,3986,3500,8750880000.0,2116500000.0,531,6,اختيارخ دريا-13000-1403/03/13,ضدرا3003,4000,1,4100,20,800,call
1000,70541934393301867,سلام,16390,16090,20231213,20240602,12000,76,21322088090411250,4986,200,4986,4986,0.0,0.0,0,0,اختيارخ سلام-12000-1403/03/13,ضسلا3001,4963,500,6181,500,200,call
1000,28864540805361867,فخوز,3876,3848,20240108,20240428,3750,41,58987434731153423,1,0,1,1,0.0,0.0,0,0,اختيارخ فخوز-3750-1403/02/09,ضخوز2047,0,0,0,0,0,call
2000,43362635835198978,هاي وب,968,968,20240103,20240407,1400,20,14442072846057875,1,0,1,1,0.0,0.0,0,0,اختيارخ هاي وب-1400-1403/01/19,ضهاي0109,0,0,0,0,0,call
1000,65883838195688438,خودرو,3229,3179,20240107,20240424,2200,37,36788661765787864,900,84,900,900,0.0,0.0,0,0,اختيارخ خودرو-2200-1403/02/05,ضخود2041,0,0,0,0,84,call
1000,65883838195688438,خودرو,3229,3179,20240107,20240424,3250,37,67249636446350567,269,165854,269,236,7501350000.0,625674000.0,2326,8,اختيارخ خودرو-3250-1403/02/05,ضخود2046,235,50,270,457,163854,call
1000,65883838195688438,خودرو,3229,3179,20240203,20240529,3750,72,54980562788906338,1,0,1,1,0.0,0.0,0,0,اختيارخ خودرو-3750-1403/03/09,ضخود3087,0,0,0,0,0,call
1000,69143674941561637,پترول,1945,1916,20240110,20240515,3000,58,12454120015815097,1,0,1,1,0.0,0.0,0,0,اختيارخ پترول-3000-1403/02/26,ضرول2011,0,0,0,0,0,call
1000,69143674941561637,پترول,1945,1916,20240227,20240717,2800,121,13973915333386764,1,0,1,1,0.0,0.0,0,0,اختيارخ پترول-2800-1403/04/27,ضرول4011,0,0,0,0,0,call
1000,17914401175772326,اهرم,21900,21300,20231204,20240612,15000,86,16656079292030946,9000,5185,8783,7500,131220000.0,52700000.0,6,3,اختيارخ اهرم-15000-1403/03/23,ضهرم3003,8350,1,9000,1,5185,call
1000,28320293733348826,وبصادر,2028,2028,20240203,20240612,2600,86,52715071582816028,1,0,1,1,0.0,0.0,0,0,اختيارخ وبصادر-2600-1403/03/23,ضصاد3046,1,1000,0,0,0,call
1350,46348559193224090,فولاد,4976,4826,20231223,20240414,6667,27,64104315903775164,1,0,1,1,0.0,0.0,0,0,اختيارخ فولاد-6667-1403/01/26,ضفلا0109,0,0,0,0,0,call
2000,43362635835198978,هاي وب,968,968,20240103,20240407,850,20,37718855668462746,1,0,1,1,0.0,0.0,0,0,اختيارخ هاي وب-850-1403/01/19,ضهاي0102,1,1000,0,0,0,call
1000,65883838195688438,خودرو,3229,3179,20240107,20240424,1900,37,11661252346530225,1200,45,1200,1200,0.0,0.0,0,0,اختيارخ خودرو-1900-1403/02/05,ضخود2039,0,0,0,0,45,call
1000,69143674941561637,پترول,1945,1916,20240110,20240515,2600,58,53587810614729527,1,0,1,1,0.0,0.0,0,0,اختيارخ پترول-2600-1403/02/26,ضرول2009,0,0,0,0,0,call
1000,35366681030756042,شبندر,11120,10710,20240101,20240508,8000,51,61870413911893022,1,0,1,1,0.0,0.0,0,0,اختيارخ شبندر-8000-1403/02/19,ضبدر2050,0,0,0,0,0,call
1000,64216772923447100,شتاب,10770,10410,20240302,20240710,9000,114,16090865676643023,1,0,1,1,0.0,0.0,0,0,اختيارخ شتاب-9000-1403/04/20,ضتاب4004,2200,50,0,0,0,call
1000,2400322364771558,شستا,1187,1162,20240302,20240703,1700,107,52509885414932499,1,0,1,1,0.0,0.0,0,0,اختيارخ شستا-1700-1403/04/13,ضستا4022,10,1000,0,0,0,call
9425,71483646978964608,ذوب,472,472,20240123,20240612,345,86,38061341117246773,1550,2,1550,1550,0.0,0.0,0,0,اختيارخ ذوب-345-1403/03/23,ضذوب3027,0,0,0,0,2,call
1000,37828981835497620,پتروآگاه,12210,12050,20240224,20240508,12000,51,62425876388895583,900,2329,874,725,5482290000.0,392550000.0,449,8,اختيارخ ص آگاه-12000-03/02/19,ضترو2005,851,99,900,1,2130,call
1000,26824673819862694,خبهمن,1915,1894,20240109,20240417,1600,30,25152494598359401,370,100,370,370,0.0,0.0,0,0,اختيارخ خبهمن-1600-1403/01/29,ضهمن0102,0,0,0,0,100,call
1000,26824673819862694,خبهمن,1915,1894,20240109,20240417,2400,30,34993758399013347,1,0,1,1,0.0,0.0,0,0,اختيارخ خبهمن-2400-1403/01/29,ضهمن0108,0,0,0,0,0,call
2011,778253364357513,وبملت,2386,2289,20231223,20240417,3232,30,1696450540528744,20,6877,16,16,0.0,0.0,0,0,اختيارخ وبملت-3232-1403/01/29,ضملت0109,0,0,0,0,6877,call
1105,28320293733348826,وبصادر,2028,2028,20231204,20240414,1448,27,60656053765923450,700,29813,700,700,0.0,0.0,0,0,اختيارخ وبصادر-1448-1403/01/26,ضصاد0102,500,50,640,194,29813,call
1000,70541934393301867,سلام,16390,16090,20231213,20240602,26000,76,54514504788463300,1,0,1,1,0.0,0.0,0,0,اختيارخ سلام-26000-1403/03/13,ضسلا3010,0,0,0,0,0,call
1000,46348559193224090,فولاد,4976,4826,20240305,20240619,6500,93,52696619769635304,1,0,1,1,0.0,0.0,0,0,اختيارخ فولاد-6500-1403/03/30,ضفلا3038,0,0,0,0,0,call
1000,65883838195688438,خودرو,3229,3179,20231028,20240327,1900,9,30076019719524676,1390,2394,1390,1300,96450000.0,41700000.0,30,1,اختيارخ خودرو-1900-1403/01/08,ضخود0115,0,0,0,0,2394,call
1000,7681671915916933,جهش,12350,12060,20231115,20240501,13000,44,57969602368324518,501,26444,501,501,0.0,0.0,0,0,اختيارخ جهش-13000-1403/02/12,ضجهش0208,502,2,999,1,26444,call
1000,35366681030756042,شبندر,11120,10710,20240302,20240626,12000,100,61620833577848175,1,0,1,1,0.0,0.0,0,0,اختيارخ شبندر-12000-1403/04/06,ضبدر4008,1,1000,0,0,0,call
1000,7745894403636165,شپنا,5660,5470,20240303,20240703,5000,107,40797574697809777,1,0,1,1,0.0,0.0,0,0,اختيارخ شپنا-5000-1403/04/13,ضشنا4006,1,1000,0,0,0,call
1000,44891482026867833,خساپا,2660,2640,20240316,20240710,3750,114,29677923013037970,1,0,1,1,0.0,0.0,0,0,اختيارخ خساپا-3750-1403/04/20,ضسپا4009,30,1000,0,0,0,call
1000,17914401175772326,اهرم,21900,21300,20231204,20240612,13000,86,24028871631602942,10190,1252,10190,9400,566800000.0,264940000.0,26,1,اختيارخ اهرم-13000-1403/03/23,ضهرم3001,9702,5,0,0,1252,call
1000,42799209630949274,بهين رو,11130,11080,20231115,20240619,16000,93,22587390112210304,109,2060,109,100,7332780000.0,72267000.0,663,1,اختيارخ بهين رو-16000-03/03/30,ضهين0310,0,0,110,100,2060,call
1000,26824673819862694,خبهمن,1915,1894,20240109,20240417,1400,30,11353100679084005,560,385,560,560,0.0,0.0,0,0,اختيارخ خبهمن-1400-1403/01/29,ضهمن0100,0,0,0,0,385,call
1000,26824673819862694,خبهمن,1915,1894,20240109,20240417,1700,30,67347238598973422,320,2432,319,319,0.0,0.0,0,0,اختيارخ خبهمن-1700-1403/01/29,ضهمن0103,1,4,0,0,2432,call
2011,778253364357513,وبملت,2386,2289,20231223,20240417,1864,30,2897274814273515,490,2663,504,504,0.0,0.0,0,0,اختيارخ وبملت-1864-1403/01/29,ضملت0103,512,6,700,2,2663,call
1000,34557241988629814,بركت,5670,5580,20240108,20240421,4500,34,56837662686794026,1500,5,1500,1500,0.0,0.0,0,0,اختيارخ بركت-4500-1403/02/02,ضبرك2000,0,0,3360,200,5,call
1105,28320293733348826,وبصادر,2028,2028,20231204,20240414,1810,27,11884893807357004,287,151704,277,265,23825674080.0,3261574355.0,10648,130,اختيارخ وبصادر-1810-1403/01/26,ضصاد0106,254,4000,288,70,149697,call
1000,28320293733348826,وبصادر,2028,2028,20240203,20240612,2400,86,13690739450656098,99,50,99,99,0.0,0.0,0,0,اختيارخ وبصادر-2400-1403/03/23,ضصاد3045,1,1000,99,300,50,call
1000,63917421733088077,وتجارت,1519,1492,20240310,20240703,1000,107,18878852865601893,1,0,1,1,0.0,0.0,0,0,اختيارخ وتجارت-1000-1403/04/13,ضجار4000,1,1560,0,0,0,call
1000,63917421733088077,وتجارت,1519,1492,20240310,20240703,1700,107,50334328634241349,1,0,1,1,0.0,0.0,0,0,اختيارخ وتجارت-1700-1403/04/13,ضجار4007,1,2000,0,0,0,call
10,62235397452612911,دارا يكم,175670,172760,20240311,20240501,200000,44,2628767381270936,1,0,1,1,0.0,0.0,0,0,اختيارخ ص.دارا-200000-03/02/12,ضدار2007,10,1000,20000,20,0,call
1000,11285885633824855,دريا,16480,16300,20231122,20240602,16000,76,4900563509855222,1,0,1,1,0.0,0.0,0,0,اختيارخ دريا-16000-1403/03/13,ضدرا3006,201,5,0,0,0,call
1000,65883838195688438,خودرو,3229,3179,20240203,20240529,1900,72,40584767238120179,1400,517,1461,1461,0.0,0.0,0,0,اختيارخ خودرو-1900-1403/03/09,ضخود3078,0,0,0,0,517,call
1000,17914401175772326,اهرم,21900,21300,20231204,20240410,18000,23,66162586659175247,4550,5634,4143,3751,31631050000.0,5985946000.0,1445,28,اختيارخ اهرم-18000-1403/01/22,ضهرم0105,4281,1,5800,175,4535,call
1000,17914401175772326,اهرم,21900,21300,20231204,20240410,22000,23,30775387454674632,1140,70089,940,874,1230823800000.0,52817687000.0,56202,932,اختيارخ اهرم-22000-1403/01/22,ضهرم0107,1078,190,1090,70,51593,call
1000,17914401175772326,اهرم,21900,21300,20231204,20240515,14000,58,21696035770703738,8077,1,8077,8077,0.0,0.0,0,0,اختيارخ اهرم-14000-1403/02/26,ضهرم2002,2004,10,0,0,1,call
1000,17914401175772326,اهرم,21900,21300,20240316,20240717,34000,121,39467368334619700,1,0,1,1,0.0,0.0,0,0,اختيارخ اهرم-34000-1403/04/27,ضهرم4010,1,1000,400,1000,0,call
2011,778253364357513,وبملت,2386,2289,20231223,20240417,2983,30,22057821398285744,46,14500,46,46,0.0,0.0,0,0,اختيارخ وبملت-2983-1403/01/29,ضملت0108,2,41,25,138,14500,call
1000,34557241988629814,بركت,5670,5580,20240108,20240421,5000,34,42919540686480521,1000,204,1000,1000,0.0,0.0,0,0,اختيارخ بركت-5000-1403/02/02,ضبرك2001,0,0,2860,200,204,call
1000,34557241988629814,بركت,5670,5580,20240227,20240710,7000,114,6469546934824679,1,0,1,1,0.0,0.0,0,0,اختيارخ بركت-7000-1403/04/20,ضبرك4008,1,1000,1235,200,0,call
1500,63917421733088077,وتجارت,1519,1492,20240106,20240508,1467,51,71749789631680313,170,60099,165,151,58151877000.0,6566886000.0,26521,82,اختيارخ وتجارت-1467-1403/02/19,ضجار2037,164,50,170,2001,40293,call
10,62235397452612911,دارا يكم,175670,172760,20240311,20240501,140000,44,840399182391073,1,0,1,1,0.0,0.0,0,0,اختيارخ ص.دارا-140000-03/02/12,ضدار2003,0,0,70000,20,0,call
1000,28864540805361867,فخوز,3876,3848,20240108,20240428,2600,41,28818416547032581,1,0,1,1,0.0,0.0,0,0,اختيارخ فخوز-2600-1403/02/09,ضخوز2042,200,1000,0,0,0,call
1000,28864540805361867,فخوز,3876,3848,20240108,20240428,4000,41,54398311027348566,1,0,1,1,0.0,0.0,0,0,اختيارخ فخوز-4000-1403/02/09,ضخوز2048,1,10,999,100,0,call
1000,28864540805361867,فخوز,3876,3848,20240227,20240626,3000,100,22277222414554863,1,0,1,1,0.0,0.0,0,0,اختيارخ فخوز-3000-1403/04/06,ضخوز4002,0,0,0,0,0,call
1350,46348559193224090,فولاد,4976,4826,20231223,20240414,3333,27,52687007644631425,1355,4843,1351,1351,0.0,0.0,0,0,اختيارخ فولاد-3333-1403/01/26,ضفلا0101,0,0,0,0,4843,call
1000,17914401175772326,اهرم,21900,21300,20240316,20240717,30000,121,27443599637599910,1,0,1,1,0.0,0.0,0,0,اختيارخ اهرم-30000-1403/04/27,ضهرم4009,102,1,0,0,0,call
1000,63917421733088077,وتجارت,1519,1492,20240310,20240703,1600,107,71470950567248081,1,0,1,1,0.0,0.0,0,0,اختيارخ وتجارت-1600-1403/04/13,ضجار4006,1,2000,0,0,0,call
1000,70541934393301867,سلام,16390,16090,20231213,20240602,14000,76,29085005686106436,3136,16052,3136,3136,0.0,0.0,0,0,اختيارخ سلام-14000-1403/03/13,ضسلا3003,3212,500,4416,500,16052,call
1000,46348559193224090,فولاد,4976,4826,20240305,20240619,4000,93,37026253950982012,1,0,1,1,0.0,0.0,0,0,اختيارخ فولاد-4000-1403/03/30,ضفلا3033,0,0,0,0,0,call
1000,65883838195688438,خودرو,3229,3179,20231028,20240327,2200,9,58937307211438994,915,2113,915,915,0.0,0.0,0,0,اختيارخ خودرو-2200-1403/01/08,ضخود0117,600,350,0,0,2113,call
1000,65883838195688438,خودرو,3229,3179,20240203,20240529,3000,72,50061356691808484,473,23393,520,520,0.0,0.0,0,0,اختيارخ خودرو-3000-1403/03/09,ضخود3084,401,40,2000,50,23393,call
1634,7745894403636165,شپنا,5660,5470,20231225,20240428,5507,41,21174919620098850,500,5048,499,385,2649612700.0,233915270.0,287,10,اختيارخ شپنا-5507-1403/02/09,ضشنا2039,350,10,575,21,4978,call
1000,7745894403636165,شپنا,5660,5470,20240303,20240703,3750,107,9951692525563115,1,0,1,1,0.0,0.0,0,0,اختيارخ شپنا-3750-1403/04/13,ضشنا4003,1,1000,0,0,0,call
1000,64216772923447100,شتاب,10770,10410,20240302,20240710,7000,114,56159333044787325,4200,1054,4199,4199,0.0,0.0,0,0,اختيارخ شتاب-7000-1403/04/20,ضتاب4001,0,0,0,0,1054,call
1000,2400322364771558,شستا,1187,1162,20240106,20240501,900,44,35389568235177479,330,118078,330,309,827881000.0,231125000.0,701,18,اختيارخ شستا-900-1403/02/12,ضستا2023,324,50,345,40,118053,call
1000,2400322364771558,شستا,1187,1162,20240302,20240703,1400,107,45796850497344219,110,1606,106,96,594687000.0,137498000.0,1300,5,اختيارخ شستا-1400-1403/04/13,ضستا4019,51,13,0,0,307,call
2011,778253364357513,وبملت,2386,2289,20231223,20240417,2237,30,58455602311027257,295,39489,275,239,93977428590.0,10886683237.0,19700,95,اختيارخ وبملت-2237-1403/01/29,ضملت0105,200,8,289,37,19931,call
1000,34557241988629814,بركت,5670,5580,20240227,20240710,6000,114,14071985693185283,500,20,500,500,0.0,0.0,0,0,اختيارخ بركت-6000-1403/04/20,ضبرك4006,1,1000,2235,200,20,call
1105,28320293733348826,وبصادر,2028,2028,20231204,20240414,2534,27,46937281434732990,10,1600,10,10,0.0,0.0,0,0,اختيارخ وبصادر-2534-1403/01/26,ضصاد0110,0,0,10,1000,1600,call
1000,28320293733348826,وبصادر,2028,2028,20240203,20240612,1900,86,54946546110845422,399,50,445,445,0.0,0.0,0,0,اختيارخ وبصادر-1900-1403/03/23,ضصاد3042,300,1000,0,0,50,call
1000,11285885633824855,دريا,16480,16300,20231122,20240602,18000,76,5263473306105130,1,0,1,1,0.0,0.0,0,0,اختيارخ دريا-18000-1403/03/13,ضدرا3007,1,100,0,0,0,call
1000,70541934393301867,سلام,16390,16090,20231213,20240602,16000,76,51933187404699012,1,0,1,1,0.0,0.0,0,0,اختيارخ سلام-16000-1403/03/13,ضسلا3005,13,10,0,0,0,call
1000,28864540805361867,فخوز,3876,3848,20240227,20240626,3250,100,37048538327322834,1,0,1,1,0.0,0.0,0,0,اختيارخ فخوز-3250-1403/04/06,ضخوز4003,0,0,0,0,0,call
1000,28864540805361867,فخوز,3876,3848,20240227,20240626,3750,100,60258401218254072,1,0,1,1,0.0,0.0,0,0,اختيارخ فخوز-3750-1403/04/06,ضخوز4005,0,0,0,0,0,call
1000,28864540805361867,فخوز,3876,3848,20240227,20240626,4500,100,66301068636877438,1,0,1,1,0.0,0.0,0,0,اختيارخ فخوز-4500-1403/04/06,ضخوز4007,0,0,850,1000,0,call
1350,46348559193224090,فولاد,4976,4826,20231223,20240414,3704,27,64320695157374475,1380,251,1380,1090,147044700.0,40986000.0,22,2,اختيارخ فولاد-3704-1403/01/26,ضفلا0102,901,1,0,0,273,call
1000,48990026850202503,خگستر,5130,5040,20231225,20240421,3500,34,69946517048210422,1,0,1,1,0.0,0.0,0,0,اختيارخ خگستر-3500-1403/02/02,ضستر2017,0,0,0,0,0,call
1000,65883838195688438,خودرو,3229,3179,20231028,20240327,3750,9,4785638272776115,1,21282,3,3,0.0,0.0,0,0,اختيارخ خودرو-3750-1403/01/08,ضخود0124,0,0,4,100,21282,call
1000,65883838195688438,خودرو,3229,3179,20240224,20240626,3000,100,2271318071288037,650,3180,590,590,0.0,0.0,0,0,اختيارخ خودرو-3000-1403/04/06,ضخود4042,0,0,0,0,3180,call
1000,11285885633824855,دريا,16480,16300,20231122,20240602,12000,76,49613335463970320,4500,1150,4317,4317,0.0,0.0,0,0,اختيارخ دريا-12000-1403/03/13,ضدرا3002,4002,1,8000,150,1150,call
1000,11285885633824855,دريا,16480,16300,20231122,20240602,15000,76,10114601571031610,1,0,1,1,0.0,0.0,0,0,اختيارخ دريا-15000-1403/03/13,ضدرا3005,2,1000,0,0,0,call
1000,48990026850202503,خگستر,5130,5040,20240224,20240717,4000,121,36746927470100932,1,0,1,1,0.0,0.0,0,0,اختيارخ خگستر-4000-1403/04/27,ضستر4004,1,2000,0,0,0,call
2000,43362635835198978,هاي وب,968,968,20240103,20240407,1625,20,26866771329101950,1,0,1,1,0.0,0.0,0,0,اختيارخ هاي وب-1625-1403/01/19,ضهاي0111,0,0,0,0,0,call
1000,65883838195688438,خودرو,3229,3179,20231028,20240327,1800,9,45493356952474012,1429,6585,1364,1364,0.0,0.0,0,0,اختيارخ خودرو-1800-1403/01/08,ضخود0114,0,0,1498,400,6585,call
1000,65883838195688438,خودرو,3229,3179,20240224,20240626,2200,100,62462093346671426,1200,14688,1023,1023,0.0,0.0,0,0,اختيارخ خودرو-2200-1403/04/06,ضخود4038,750,1,0,0,14688,call
1000,65883838195688438,خودرو,3229,3179,20240224,20240626,3250,100,37134749997568443,440,10501,474,474,0.0,0.0,0,0,اختيارخ خودرو-3250-1403/04/06,ضخود4043,0,0,0,0,10501,call
1300,35425587644337450,فملي,6840,6560,20231127,20240407,7692,20,50089725632087277,100,10,100,100,0.0,0.0,0,0,اختيارخ فملي-7692-1403/01/19,ضملي0109,0,0,0,0,10,call
1300,35425587644337450,فملي,6840,6560,20240123,20240602,5769,76,16392041569140982,650,3,667,667,0.0,0.0,0,0,اختيارخ فملي-5769-1403/03/13,ضملي3036,0,0,0,0,3,call
1000,64216772923447100,شتاب,10770,10410,20231030,20240424,14000,37,33693922458487198,120,1057,191,191,0.0,0.0,0,0,اختيارخ شتاب-14000-1403/02/05,ضتاب0210,0,0,199,7,1057,call
