contract_size,ua_tse_code,ua_ticker,ua_close_price,ua_yesterday_price,begin_date,end_date,strike_price,days_to_maturity,tse_code,last_price,open_positions,close_price,yesterday_price,notional_value,trades_value,trades_volume,trades_num,name,ticker,bid_price,bid_volume,ask_price,ask_volume,yesterday_open_positions,option_type
1000,53059909885484371,رويين,10073,10135,20240917,20250209,14000,93,58515403746344097,1,0,1,1,0.0,0.0,0,0,اختيارخ رويين-14000-14031121,ضرويين1108,1,100,0,0,0,call
1000,66416853783916493,دي,623,641,20241008,20241222,350,44,46436315947750480,1,0,1,1,0.0,0.0,0,0,اختيارخ دي-350-14031002,ضدي1000,10,300,0,0,0,call
1000,66416853783916493,دي,623,641,20241008,20241222,800,44,51213926634774284,1,0,1,1,0.0,0.0,0,0,اختيارخ دي-800-14031002,ضدي1009,0,0,0,0,0,call
1000,22275596386264204,كوثر,1558,1580,20241016,20250209,2200,93,19033296687682514,1,0,1,1,0.0,0.0,0,0,اختيارخ كوثر-2200-14031121,ضكوثر1119,1,100,0,0,0,call
1000,49270349234092953,خاور,1295,1334,20240804,20241110,1190,2,19466305118167922,1,0,1,1,0.0,0.0,0,0,اختيارخ خاور-1190-14030820,ضخاور811,2,100,0,0,0,call
1000,50792786683910016,كرمان,809,788,20241013,20250105,1000,58,16682877215513987,1,0,1,1,0.0,0.0,0,0,اختيارخ كرمان-1000-14031016,ضكرمان1005,1,400,0,0,0,call
1000,50792786683910016,كرمان,809,788,20241013,20250105,1200,58,31477561120971133,1,0,1,1,0.0,0.0,0,0,اختيارخ كرمان-1200-14031016,ضكرمان1007,1,170,0,0,0,call
1000,35831329532779850,نارنج اهرم,8075,8123,20240826,20241201,8000,23,23728284039017317,1980,58,1980,1980,0.0,0.0,0,0,اختيارخ نارنج -8000-14030911,ضنارنج905,0,0,0,0,58,call
1000,23557166059925779,فصبا,3468,3475,20240819,20250202,3200,86,41480622183755002,1,0,1,1,0.0,0.0,0,0,اختيارخ فصبا-3200-14031114,ضفصبا1117,10,300,0,0,0,call
1000,66682662312253625,آساس,37773,38463,20240527,20250119,34000,72,44323327822218341,6450,2901,6450,6450,0.0,0.0,0,0,اختيارخ آساس-34000-14031030,ضاساس1001,100,30,6800,50,2901,call
