BasisVolume,ClosingPrice,CompanyName,BestBuyPrice,BestBuyQuantity,BestSellPrice,BestSellQuantity,NoBestBuy,NoBestSell,FirstTradedPrice,GroupStateID,HighAllowedPrice,HighPrice,LastTradedPrice,LowAllowedPrice,LowPrice,MTradeDate,MaxQuantityOrder,MinQuantityOrder,isin,PreClosingPrice,pv,RefPrice,SectorCode,ticker,SymbolStateId,TotalNumberOfSharesTraded,TotalNumberOfTrades,TotalTradeValue,TradeDate,varSign,ClosingPriceVar,ClosingPriceVarPercent,LastTradedPriceVar,LastTradedPriceVarPercent,tse_code,SectorCodeId,cs
1.0,899.0,اختیارخ اهرم-16000-1403/06/28,0.0,0,0.0,0,0,0,0.0,0,500000.0,0.0,1073.0,1.0,0.0,/Date(1726649995000)/,1000.0,1.0,IRO9AHRM8641,899.0,0.0,899.0,68,ضهرم6016,7,0,0,0.0,1403/6/28 12:29,0,0.0,0.0,0.0,0.0,33855017161940695,,1000
1.0,7666.0,اختیارخ اهرم-12000-1403/03/23,1.0,380,0.0,0,1,0,0.0,0,500000.0,0.0,7578.0,1.0,0.0,/Date(1718182798000)/,1000.0,1.0,IRO9AHRM6911,7666.0,0.0,7666.0,68,ضهرم3000,7,0,0,0.0,1403/3/23 12:29,1,0.0,0.0,0.0,0.0,62420619926203512,,1000
1.0,1.0,اختیارخ خودرو-4000-1403/03/09,0.0,0,0.0,0,0,0,0.0,0,100000.0,0.0,1.0,1.0,0.0,/Date(1716965996000)/,1000.0,1.0,IRO9IKCO81M1,1.0,0.0,1.0,34,ضخود3088,7,0,0,0.0,1403/3/9 10:29,0,0.0,0.0,0.0,0.0,414085078149021,,1000
